1  16.238  0.071  fsubbfrmaster001.fits
2  13.732  0.009  fsubbfrmaster001.fits
3  13.129  0.006  fsubbfrmaster001.fits
4  12.675  0.004  fsubbfrmaster001.fits
5  13.344  0.007  fsubbfrmaster001.fits
6  13.701  0.009  fsubbfrmaster001.fits
7  12.750  0.005  fsubbfrmaster001.fits
8  13.359  0.007  fsubbfrmaster001.fits
9  13.149  0.006  fsubbfrmaster001.fits
10  14.030  0.012  fsubbfrmaster001.fits
11  14.721  0.020  fsubbfrmaster001.fits
12  14.377  0.014  fsubbfrmaster001.fits
13  12.623  0.004  fsubbfrmaster001.fits
14  15.131  0.027  fsubbfrmaster001.fits
15  14.430  0.015  fsubbfrmaster001.fits
16  11.525  0.002  fsubbfrmaster001.fits
17  15.453  0.035  fsubbfrmaster001.fits
18  12.658  0.004  fsubbfrmaster001.fits
19  11.576  0.002  fsubbfrmaster001.fits
20  12.378  0.004  fsubbfrmaster001.fits
21  14.005  0.011  fsubbfrmaster001.fits
22  13.607  0.008  fsubbfrmaster001.fits
23  13.162  0.006  fsubbfrmaster001.fits
24  14.415  0.015  fsubbfrmaster001.fits
25  14.427  0.015  fsubbfrmaster001.fits
26  12.429  0.004  fsubbfrmaster001.fits
27  14.015  0.011  fsubbfrmaster001.fits
28  10.810  0.002  fsubbfrmaster001.fits
29  12.524  0.004  fsubbfrmaster001.fits
30  13.659  0.009  fsubbfrmaster001.fits
31  16.107  0.055  fsubbfrmaster008.fits
32  13.694  0.008  fsubbfrmaster008.fits
33  13.067  0.006  fsubbfrmaster008.fits
34  12.645  0.004  fsubbfrmaster008.fits
35  13.356  0.006  fsubbfrmaster008.fits
36  13.676  0.008  fsubbfrmaster008.fits
37  12.738  0.005  fsubbfrmaster008.fits
38  13.321  0.007  fsubbfrmaster008.fits
39  13.150  0.006  fsubbfrmaster008.fits
40  14.020  0.010  fsubbfrmaster008.fits
41  14.711  0.017  fsubbfrmaster008.fits
42  14.365  0.013  fsubbfrmaster008.fits
43  12.643  0.004  fsubbfrmaster008.fits
44  15.114  0.023  fsubbfrmaster008.fits
45  14.380  0.013  fsubbfrmaster008.fits
46  11.608  0.002  fsubbfrmaster008.fits
47  15.366  0.027  fsubbfrmaster008.fits
48  12.646  0.004  fsubbfrmaster008.fits
49  11.613  0.002  fsubbfrmaster008.fits
50  12.356  0.004  fsubbfrmaster008.fits
51  13.977  0.010  fsubbfrmaster008.fits
52  13.563  0.007  fsubbfrmaster008.fits
53  13.171  0.006  fsubbfrmaster008.fits
54  14.437  0.014  fsubbfrmaster008.fits
55  14.406  0.013  fsubbfrmaster008.fits
56  12.428  0.004  fsubbfrmaster008.fits
57  13.971  0.010  fsubbfrmaster008.fits
58  10.863  0.002  fsubbfrmaster008.fits
59  12.509  0.004  fsubbfrmaster008.fits
60  13.658  0.008  fsubbfrmaster008.fits
61  16.294  0.057  fsubbfrmaster015.fits
62  13.658  0.007  fsubbfrmaster015.fits
63  13.070  0.005  fsubbfrmaster015.fits
64  12.647  0.004  fsubbfrmaster015.fits
65  13.312  0.006  fsubbfrmaster015.fits
66  13.667  0.008  fsubbfrmaster015.fits
67  12.721  0.004  fsubbfrmaster015.fits
68  13.307  0.006  fsubbfrmaster015.fits
69  13.097  0.005  fsubbfrmaster015.fits
70  13.998  0.010  fsubbfrmaster015.fits
71  14.694  0.016  fsubbfrmaster015.fits
72  14.351  0.012  fsubbfrmaster015.fits
73  12.614  0.004  fsubbfrmaster015.fits
74  15.103  0.022  fsubbfrmaster015.fits
75  14.371  0.013  fsubbfrmaster015.fits
76  11.456  0.002  fsubbfrmaster015.fits
77  15.512  0.031  fsubbfrmaster015.fits
78  12.651  0.004  fsubbfrmaster015.fits
79  11.534  0.002  fsubbfrmaster015.fits
80  12.345  0.003  fsubbfrmaster015.fits
81  14.012  0.010  fsubbfrmaster015.fits
82  13.583  0.007  fsubbfrmaster015.fits
83  13.116  0.006  fsubbfrmaster015.fits
84  14.408  0.012  fsubbfrmaster015.fits
85  14.411  0.013  fsubbfrmaster015.fits
86  12.418  0.004  fsubbfrmaster015.fits
87  13.824  0.008  fsubbfrmaster015.fits
88  10.828  0.002  fsubbfrmaster015.fits
89  12.500  0.004  fsubbfrmaster015.fits
90  13.605  0.007  fsubbfrmaster015.fits
91  16.239  0.059  fsubbfrmaster022.fits
92  13.673  0.008  fsubbfrmaster022.fits
93  13.056  0.005  fsubbfrmaster022.fits
94  12.633  0.004  fsubbfrmaster022.fits
95  13.325  0.006  fsubbfrmaster022.fits
96  13.643  0.008  fsubbfrmaster022.fits
97  12.734  0.004  fsubbfrmaster022.fits
98  13.310  0.006  fsubbfrmaster022.fits
99  13.118  0.005  fsubbfrmaster022.fits
100  14.024  0.011  fsubbfrmaster022.fits
101  14.690  0.017  fsubbfrmaster022.fits
102  14.427  0.014  fsubbfrmaster022.fits
103  12.645  0.004  fsubbfrmaster022.fits
104  15.036  0.022  fsubbfrmaster022.fits
105  14.350  0.013  fsubbfrmaster022.fits
106  11.419  0.002  fsubbfrmaster022.fits
107  15.601  0.037  fsubbfrmaster022.fits
108  12.624  0.004  fsubbfrmaster022.fits
109  11.533  0.002  fsubbfrmaster022.fits
110  12.339  0.004  fsubbfrmaster022.fits
111  13.989  0.010  fsubbfrmaster022.fits
112  13.585  0.008  fsubbfrmaster022.fits
113  13.162  0.006  fsubbfrmaster022.fits
114  14.391  0.013  fsubbfrmaster022.fits
115  14.425  0.013  fsubbfrmaster022.fits
116  12.409  0.004  fsubbfrmaster022.fits
117  13.940  0.009  fsubbfrmaster022.fits
118  10.771  0.002  fsubbfrmaster022.fits
119  12.509  0.004  fsubbfrmaster022.fits
120  13.632  0.008  fsubbfrmaster022.fits
121  16.091  0.053  fsubbfrmaster029.fits
122  13.621  0.008  fsubbfrmaster029.fits
123  13.035  0.005  fsubbfrmaster029.fits
124  12.629  0.004  fsubbfrmaster029.fits
125  13.299  0.006  fsubbfrmaster029.fits
126  13.647  0.008  fsubbfrmaster029.fits
127  12.719  0.004  fsubbfrmaster029.fits
128  13.300  0.006  fsubbfrmaster029.fits
129  13.108  0.006  fsubbfrmaster029.fits
130  13.974  0.010  fsubbfrmaster029.fits
